EOGNoiseDuration,blinkIntervalAvg,blinkIntervalMax,blinkSpeed,blinkSpeedStd,blinkStrength,blinkStrengthMax,blinkStrengthMin,bodyMoveVertical,cadence,capturedAt,eyeMoveBigHorizontal,eyeMoveBigVertical,eyeMoveHorizontal,eyeMoveVertical,fitError,focus,footholdLeft,footholdRight,numBlinkBurst,numBlinks,numSteps1000,numSteps280,numSteps310,numSteps340,numSteps370,numSteps400,numSteps430,numSteps460,numSteps500,numSteps530,numSteps560,numSteps590,numSteps620,numSteps650,numSteps680,numSteps710,numSteps750,numSteps780,numSteps810,numSteps840,numSteps870,numSteps900,numSteps930,numSteps960,numStoredData,pitchAvg,pitchDiff,powerLeft,rollAvg,rollDiff,sittingPostureIndex1,sittingPostureIndex2,sittingPostureIndex3,sleepy
13,2459.667,2459.667,226,74,91,182,36,,108,"Tue, 17 May 2016 14:22:00 +0900",12.76596,25.53192,30.6383,51.06383,0,0,60,54,8.93617,22.97872,1,0,0,0,0,1,4,2,8,13,11,11,5,7,0,2,1,0,0,0,0,0,0,0,36,23.66,6.36,5,-10.8,8.21,25,25,7,0
9,1759.5,9870,193,74,88,208,35,,115,"Tue, 17 May 2016 14:23:00 +0900",18.82353,49.41177,22.35294,25.88235,0,0,59,61,21.17647,34.11765,0,1,0,0,0,0,0,5,35,21,16,10,3,4,1,0,0,0,1,0,0,1,0,0,35,11.5,4.93,5,-7.11,6.5,17,13,12,0
12,1184,1184,242,76,122,220,48,,118,"Tue, 17 May 2016 14:24:00 +0900",18.75,53.75,27.5,12.5,0,0,60,63,25,47.5,0,0,0,0,0,0,1,12,51,36,13,3,1,0,0,0,0,0,0,0,0,0,0,0,34,5.85,4.09,5,-6.2,7.01,12,25,13,0
11,2507.167,2507.167,197,67,94,189,33,,106,"Tue, 17 May 2016 14:25:00 +0900",11.02041,25.71429,28.16327,53.87755,0,0,60,62,7.346939,24.4898,0,0,0,0,0,0,1,3,10,9,10,3,9,2,3,0,1,3,0,1,0,0,0,0,33,8.38,5.17,5,-2.89,7.18,13,11,25,0
19,1503.333,1503.333,171,62,89,200,32,,0,"Tue, 17 May 2016 14:26:00 +0900",20.4878,49.7561,24.87805,26.34146,0,1,0,0,19.02439,40.97561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,5,0,0,25,7,14,2
5,2841.667,11830,210,82,121,256,39,,116,"Tue, 17 May 2016 14:27:00 +0900",24,31.63636,21.81818,45.81818,0,0,61,63,5.454545,21.81818,0,1,0,0,0,2,2,7,12,16,7,4,2,3,3,0,1,0,0,0,0,0,0,0,31,-0.88,6.22,5,0.76,8.33,13,8,12,0
0,1940,11480,161,23,107,194,33,,118,"Tue, 17 May 2016 14:28:00 +0900",15,20,17,51,0,0,60,65,9,31,0,0,0,0,1,1,2,2,6,2,2,3,0,1,0,0,0,1,0,0,0,0,0,0,30,4.24,3.39,5,-4.36,6.93,2,13,8,0
4,2548,8360,179,58,89,206,37,,0,"Tue, 17 May 2016 14:29:00 +0900",18.21429,23.57143,39.64286,72.85715,0,2,0,0,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,5,0,0,12,2,7,2
14,4569.333,4569.333,179,56,83,112,51,,108,"Tue, 17 May 2016 14:30:00 +0900",28.69565,32.6087,32.6087,62.6087,0,0,0,0,2.608696,11.73913,0,0,0,0,1,0,1,2,0,3,2,3,0,0,2,0,3,0,0,0,0,0,0,0,28,5.24,5.65,5,-2.6,6.17,25,25,25,0
9,5125.5,21060,167,17,91,142,64,,0,"Tue, 17 May 2016 14:31:00 +0900",29.41176,38.82353,31.76471,64.70588,0,3,0,0,2.352941,11.76471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,5,0,0,1,25,25,2
